A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,Attack
1,1,46,62,46,46,46,0,62,62,62,0,4600.638978,85.1970181,23475,0,23475,23475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,42.59850905,42.59850905,46,62,51.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,77,46,62,20,0,0,0,0,0,0,1,46,1,62,-1,-1,0,20,0,0,0,0,0,0,0,0,1
2,2,70,102,35,35,35,0,51,51,51,0,7234.490011,168.2439537,7925,13720.44048,23768,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,84.12197687,84.12197687,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35,51,40,0,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0,0,0,0,0,0,0,0,1
2,2,76,418,38,38,38,0,209,209,209,0,20519.2108,166.1474559,8025,13893.64556,24068,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,83.07372793,83.07372793,38,209,106.4,93.66055733,8772.3,0,0,0,0,0,0,0,0,1,133,38,209,40,0,0,0,0,0,0,2,76,2,418,-1,-1,1,20,0,0,0,0,0,0,0,0,1
4,2,168,284,42,42,42,0,142,142,142,0,7494.362648,99.48269001,12062.4,16512.67169,30238,3,30245,10081.66667,17455.89672,30238,3,3,3,0,3,3,0,0,0,0,104,40,66.32179334,33.16089667,42,142,70.57142857,48.79500365,2380.952381,0,0,0,0,0,0,0,0,0,82.33333333,42,142,104,0,0,0,0,0,0,4,168,2,284,-1,-1,3,20,0,0,0,0,0,0,0,0,1
1,1,46,74,46,46,46,0,74,74,74,0,5112.474438,85.20790729,23472,0,23472,23472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,42.60395365,42.60395365,46,74,55.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,83,46,74,20,0,0,0,0,0,0,1,46,1,74,-1,-1,0,20,0,0,0,0,0,0,0,0,1
2,2,82,114,41,41,41,0,57,57,57,0,1380281.69,28169.01408,47.33333333,76.7875858,136,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,14084.50704,14084.50704,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41,57,40,0,0,0,0,0,0,2,82,2,114,-1,-1,1,20,0,0,0,0,0,0,0,0,1
2,2,90,122,45,45,45,0,61,61,61,0,1472222.222,27777.77778,48,77.07788269,137,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,13888.88889,13888.88889,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45,61,40,0,0,0,0,0,0,2,90,2,122,-1,-1,1,20,0,0,0,0,0,0,0,0,1
2,2,70,102,35,35,35,0,51,51,51,0,1228571.429,28571.42857,46.66666667,75.63288526,134,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,14285.71429,14285.71429,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35,51,40,0,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0,0,0,0,0,0,0,0,1
4,2,212,238,53,53,53,0,119,119,119,0,9334.93756,124.4658341,9641.2,14005.2291,30727,3,30733,10244.33333,17738.50967,30727,3,3,3,0,3,3,0,0,0,0,80,40,82.97722275,41.48861138,53,119,71.85714286,32.20470241,1037.142857,0,0,0,0,0,0,0,0,0,83.83333333,53,119,80,0,0,0,0,0,0,4,212,2,238,-1,-1,3,20,0,0,0,0,0,0,0,0,1
1,1,56,72,56,56,56,0,72,72,72,0,5410.889415,84.54514711,23656,0,23656,23656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,42.27257355,42.27257355,56,72,61.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,92,56,72,20,0,0,0,0,0,0,1,56,1,72,-1,-1,0,20,0,0,0,0,0,0,0,0,1
2,2,106,362,53,53,53,0,181,181,181,0,2529729.73,21621.62162,61.66666667,100.7488627,178,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,10810.81081,10810.81081,53,181,104.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,130.25,53,181,40,0,0,0,0,0,0,2,106,2,362,-1,-1,1,20,0,0,0,0,0,0,0,0,1
2,2,68,182,34,34,34,0,91,91,91,0,10436.23461,166.9797537,7985,13824.36353,23948,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,83.48987685,83.48987685,34,91,56.8,31.22018578,974.7,0,0,0,0,0,0,0,0,1,71,34,91,40,0,0,0,0,0,0,2,68,2,182,-1,-1,1,20,0,0,0,0,0,0,0,0,1
1,1,58,282,58,58,58,0,282,282,282,0,5057.115659,29.74773917,67232,0,67232,67232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,14.87386959,14.87386959,58,282,132.6666667,129.3264603,16725.33333,0,0,0,0,0,0,0,0,1,199,58,282,20,0,0,0,0,0,0,1,58,1,282,-1,-1,0,20,0,0,0,0,0,0,0,0,1
2,0,12,0,6,6,6,0,0,0,0,0,67.06383359,11.1773056,178934,0,178934,178934,178934,178934,0,178934,178934,0,0,0,0,0,0,0,0,0,40,0,11.1773056,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,64240,-1,1,20,0,0,0,0,0,0,0,0,1
2,0,12,0,6,6,6,0,0,0,0,0,67.06308401,11.17718067,178936,0,178936,178936,178936,178936,0,178936,178936,0,0,0,0,0,0,0,0,0,40,0,11.17718067,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,64240,-1,1,20,0,0,0,0,0,0,0,0,1
2,0,12,0,6,6,6,0,0,0,0,0,66.95419775,11.15903296,179227,0,179227,179227,179227,179227,0,179227,179227,0,0,0,0,0,0,0,0,0,40,0,11.15903296,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,64240,-1,1,20,0,0,0,0,0,0,0,0,1
2,0,12,0,6,6,6,0,0,0,0,0,67.11934939,11.18655823,178786,0,178786,178786,178786,178786,0,178786,178786,0,0,0,0,0,0,0,0,0,40,0,11.18655823,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0,0,0,0,0,0,0,0,1
3,0,43,0,31,6,14.33333333,14.43375673,0,0,0,0,665.0170121,46.39653573,32330,45715.86762,64656,4,64660,32330,45715.86762,64656,4,0,0,0,0,0,0,0,0,0,60,0,46.39653573,0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0,60,0,0,0,0,0,0,3,43,0,0,254,-1,2,20,0,0,0,0,0,0,0,0,1
6,7,1316,3649,981,0,219.3333333,381.7002314,1590,0,521.2857143,699.4270785,33567.93704,87.89187947,12325.75,16869.72433,37286,62,112269,22453.8,18416.0661,37286,183,114536,19089.33333,30679.31764,73772,221,0,0,0,0,132,152,40.56548283,47.32639664,0,1590,354.6428571,561.1579521,314898.2473,0,0,0,1,0,0,0,0,1,381.9230769,219.3333333,521.2857143,132,0,0,0,0,0,0,6,1316,7,3649,8192,138,5,20,0,0,0,0,0,0,0,0,1
8,5,378,3298,197,0,47.25,73.61046121,1590,0,659.6,797.3297937,602.7610918,2.13163607,508216.8333,1696105.008,5893708,3,6098602,871228.8571,2214887.488,5893708,3,117712,29428,36695.93659,76759,216,0,0,0,0,172,112,1.311776043,0.819860027,0,1590,262.5714286,541.2860348,292990.5714,0,0,0,1,0,0,0,0,0,282.7692308,47.25,659.6,172,0,0,0,0,0,0,8,378,5,3298,8192,123,7,20,204891,0,204891,204891,5893708,0,5893708,5893708,1
22,20,4773,22975,965,0,216.9545455,353.6941748,2920,0,1148.75,938.9352803,1277.395373,1.93349451,529812.8537,2072614.467,9860332,1,21700000,1034396.524,2850568.984,9860332,49,12400000,654179.5263,2302077.502,10100000,156,0,0,0,0,452,412,1.012782839,0.920711671,0,2920,645.3023256,829.510571,688087.7874,0,0,0,1,0,0,0,0,0,660.6666667,216.9545455,1148.75,452,0,0,0,0,0,0,22,4773,20,22975,8192,8760,21,20,1329653.5,1758708.208,2573248,86059,9531485.5,465059.1802,9860332,9202639,1
14,12,2536,8944,965,0,181.1428571,339.7308566,1745,0,745.3333333,684.881454,528.9356846,1.197937962,868158.48,2633272.674,9873292,1,21700000,1669535.538,3543449.466,9873292,4,12300000,1120346.273,2997822.597,10100000,155,0,0,0,0,292,252,0.645043518,0.552894444,0,1745,425.1851852,585.2226425,342485.5413,0,0,0,1,0,0,0,0,0,441.5384615,181.1428571,745.3333333,292,0,0,0,0,0,0,14,2536,12,8944,8192,8760,13,20,1270720.5,1675155.057,2455234,86207,9581258.5,412997.7364,9873292,9289225,1
16,19,2244,20080,965,0,140.25,279.3209623,2920,0,1056.842105,757.8208718,1034.497651,1.621905474,634692.8235,2281861.653,9873285,1,21600000,1438637.067,3339510.643,9873285,48,12200000,677745.6667,2370619.891,10100000,48,0,0,0,0,332,392,0.741442502,0.880462972,0,2920,620.1111111,740.6622048,548580.5016,0,0,0,1,0,0,0,0,1,637.8285714,140.25,1056.842105,332,0,0,0,0,0,0,16,2244,19,20080,8192,8760,15,20,1209345.5,1586202.438,2330960,87731,9580408.5,414189.9184,9873285,9287532,1
1,1,47,127,47,47,47,0,127,127,127,0,3734.947518,42.93043124,46587,0,46587,46587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,21.46521562,21.46521562,47,127,73.66666667,46.18802154,2133.333333,0,0,0,0,0,0,0,0,1,110.5,47,127,32,0,0,0,0,0,0,1,47,1,127,-1,-1,0,32,0,0,0,0,0,0,0,0,1
4,2,144,232,36,36,36,0,116,116,116,0,8003.576066,127.7166393,9395.8,13887.95691,30895,3,30901,10300.33333,17835.50452,30895,3,3,3,0,3,3,0,0,0,0,104,40,85.14442623,42.57221312,36,116,58.85714286,39.03600292,1523.809524,0,0,0,0,0,0,0,0,0,68.66666667,36,116,104,0,0,0,0,0,0,4,144,2,232,-1,-1,3,20,0,0,0,0,0,0,0,0,1
1,1,47,112,47,47,47,0,112,112,112,0,6782.119092,85.30967412,23444,0,23444,23444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,42.65483706,42.65483706,47,112,68.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,103,47,112,20,0,0,0,0,0,0,1,47,1,112,-1,-1,0,20,0,0,0,0,0,0,0,0,1
1,1,6,6,6,6,6,0,6,6,6,0,333333.3333,55555.55556,36,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,27777.77778,27777.77778,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,123,255,0,20,0,0,0,0,0,0,0,0,1
2,2,72,202,36,36,36,0,101,101,101,0,11535.385,168.3997811,7917.666667,13708.60479,23747,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,64,84.19989054,84.19989054,36,101,62,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,77.5,36,101,40,0,0,0,0,0,0,2,72,2,202,-1,-1,1,20,0,0,0,0,0,0,0,0,1
2,0,12,0,6,6,6,0,0,0,0,0,6295.90766,1049.317943,1906,0,1906,1906,1906,1906,0,1906,1906,0,0,0,0,0,0,0,0,0,40,0,1049.317943,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,138,-1,1,20,0,0,0,0,0,0,0,0,1
2,2,72,200,36,36,36,0,100,100,100,0,1628742.515,23952.09581,55.66666667,90.35670054,160,3,4,4,0,4,4,3,3,0,3,3,0,0,0,0,40,40,11976.0479,11976.0479,36,100,61.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,77,36,100,40,0,0,0,0,0,0,2,72,2,200,-1,-1,1,20,0,0,0,0,0,0,0,0,1
2,2,76,484,38,38,38,0,242,242,242,0,2413793.103,17241.37931,77.33333333,128.74911,226,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,8620.689655,8620.689655,38,242,119.6,111.7354017,12484.8,0,0,0,0,0,0,0,0,1,149.5,38,242,40,0,0,0,0,0,0,2,76,2,484,-1,-1,1,20,0,0,0,0,0,0,0,0,1
4,5,433,2279,421,0,108.25,208.5191838,1460,0,455.8,660.3318863,40613.39403,134.7789625,8347,14986.1349,32719,1,66740,22246.66667,18878.10799,33582,454,34249,8562.25,16529.45906,33350,1,0,0,0,0,92,112,59.90176111,74.87720139,0,1460,271.2,497.1853667,247193.2889,0,0,0,1,0,0,0,0,1,301.3333333,108.25,455.8,92,0,0,0,0,0,0,4,433,5,2279,8192,237,3,20,0,0,0,0,0,0,0,0,1
3,4,427,2281,421,0,142.3333333,241.3510583,2267,2,570.25,1131.168238,40671.04216,105.1319406,11097.16667,16638.48884,32612,4,33018,16509,23023.3968,32789,229,33971,11323.66667,18726.42839,32939,4,0,0,0,0,72,84,45.05654597,60.07539462,0,2267,338.5,792.8235257,628569.1429,0,0,0,1,0,0,0,0,1,386.8571429,142.3333333,570.25,72,0,0,0,0,0,0,3,427,4,2281,8192,30016,2,20,0,0,0,0,0,0,0,0,1
12,10,1597,5675,965,0,133.0833333,282.3184721,1460,0,567.5,610.5002048,359.7739836,1.088425143,962509.0476,2879366.007,9956437,3,20200000,1837517.273,3869994.271,9956437,3,10800000,1205136,3334270.767,10100000,47,0,0,0,0,252,212,0.593686442,0.494738701,0,1460,316.173913,493.8262164,243864.332,0,0,0,1,0,0,0,0,0,330.5454545,133.0833333,567.5,252,0,0,0,0,0,0,12,1597,10,5675,8192,8760,11,20,491229.5,571188.837,895121,87338,9615114,482703.6157,9956437,9273791,1
2,0,12,0,6,6,6,0,0,0,0,0,179.1659824,29.86099706,66977,0,66977,66977,66977,66977,0,66977,66977,0,0,0,0,0,0,0,0,0,40,0,29.86099706,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,64240,-1,1,20,0,0,0,0,0,0,0,0,1
2,0,12,0,6,6,6,0,0,0,0,0,308.9837011,51.49728352,38837,0,38837,38837,38837,38837,0,38837,38837,0,0,0,0,0,0,0,0,0,40,0,51.49728352,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0,0,0,0,0,0,0,0,1
2,0,12,0,6,6,6,0,0,0,0,0,308.6260995,51.43768325,38882,0,38882,38882,38882,38882,0,38882,38882,0,0,0,0,0,0,0,0,0,40,0,51.43768325,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0,0,0,0,0,0,0,0,1
3,4,427,2279,421,0,142.3333333,241.3510583,2267,0,569.75,1131.503535,1473.353856,3.811336658,306104.3333,717438.0893,1770215,4,1802755,901377.5,1228721.776,1770215,32540,1804152,601384,1040611.958,1802979,4,0,0,0,0,72,92,1.633429996,2.177906661,0,2267,338.25,792.9450981,628761.9286,0,0,0,1,0,0,0,0,1,386.5714286,142.3333333,569.75,72,0,0,0,0,0,0,3,427,4,2279,8192,237,2,20,0,0,0,0,0,0,0,0,1
8,10,725,8231,381,0,90.625,137.8994846,1849,0,823.1,816.4736439,2170.025206,4.361372679,242773,951897.8386,3936210,3,190927,27275.28571,21896.01465,69953,3,4107503,456389.2222,1305256.992,3936273,4,0,0,0,0,172,212,1.938387857,2.422984822,0,1849,471.3684211,697.2900091,486213.3567,0,0,0,1,0,0,0,0,1,497.5555556,90.625,823.1,172,0,0,0,0,0,0,8,725,10,8231,8192,31,7,20,0,0,0,0,0,0,0,0,1
3,1,0,0,0,0,0,0,0,0,0,0,0,0.796298645,1674413.667,2880335.988,5000313,35,5023241,2511620.5,3519542.686,5000313,22928,0,0,0,0,0,0,0,0,0,104,40,0.597223983,0.199074661,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,29200,65535,0,32,0,0,0,0,0,0,0,0,1
6,8,1371,804,791,0,228.5,341.2827274,612,0,100.5,211.6655043,420.3303042,2.705574372,398038.6154,1346966.729,4879658,45,294648,58929.6,53548.4766,145767,7717,5151147,735878.1429,1880645.852,4999943,196,0,0,0,0,132,168,1.159531874,1.546042498,0,791,145,263.8568335,69620.42857,0,0,0,1,0,0,0,0,1,155.3571429,228.5,100.5,132,0,0,0,0,0,0,6,1371,8,804,8192,26,5,20,0,0,0,0,0,0,0,0,1
9,6,942,5120,517,0,104.6666667,189.9493354,4096,0,853.3333333,1614.651252,1033.958774,2.558459521,418778.7857,1448201.424,5448603,3,5862903,732862.875,1906143.328,5448603,3,281337,56267.4,47237.02392,95460,2026,0,0,0,0,192,132,1.535075712,1.023383808,0,4096,378.875,1016.368101,1033004.117,0,0,0,1,0,0,0,0,0,404.1333333,104.6666667,853.3333333,192,0,0,0,0,0,0,9,942,6,5120,8192,8760,8,20,414297,0,414297,414297,5448603,0,5448603,5448603,1
9,6,381,5033,194,0,42.33333333,69.39380376,2920,0,838.8333333,1153.609365,940.1925363,2.604892509,411313.9286,1461755.114,5488315,3,5758395,719799.375,1927508.725,5488315,3,104953,20990.6,28000.13896,58186,192,0,0,0,0,192,132,1.562935505,1.041957004,0,2920,338.375,778.8286825,606574.1167,0,0,0,1,0,0,0,0,0,360.9333333,42.33333333,838.8333333,192,0,0,0,0,0,0,9,381,6,5033,8192,30,8,20,270077,0,270077,270077,5488315,0,5488315,5488315,1
6,4,611,149,517,0,101.8333333,204.3050823,137,0,37.25,66.5601232,134.1850079,1.76559221,629313.5556,1814699.61,5468098,4,5663822,1132764.4,2459901.139,5532982,4,172294,57431.33333,49986.44261,91167,4,0,0,0,0,132,88,1.059355326,0.706236884,0,517,69.09090909,154.0308116,23725.49091,0,0,0,1,0,0,0,0,0,76,101.8333333,37.25,132,0,0,0,0,0,0,6,611,4,149,8192,23,5,20,195720,0,195720,195720,5468098,0,5468098,5468098,1
8,6,382,3938,201,0,47.75,74.77728838,1460,0,656.3333333,682.6506183,762.7379893,2.471836076,435677.3846,1476500.123,5347976,3,5663806,809115.1429,2002306.885,5347976,3,136861,27372.2,37909.42644,80703,48,0,0,0,0,172,132,1.412477758,1.059358318,0,1460,288,516.0233937,266280.1429,0,0,0,1,0,0,0,0,0,308.5714286,47.75,656.3333333,172,0,0,0,0,0,0,8,382,6,3938,8192,946,7,20,315827,0,315827,315827,5347976,0,5347976,5347976,1
13,14,5914,10322,2910,0,454.9230769,879.8313722,1519,0,737.2857143,692.2871157,842.1133872,1.400410289,741540.9231,2259322.72,9999624,4,19300000,1606672,3178907.253,9999624,4,16000000,1229172.231,3063391.378,10000000,48,0,0,0,0,272,304,0.674271621,0.726138668,0,2910,579.8571429,779.5002062,607620.5714,0,0,0,1,0,0,0,0,1,601.3333333,454.9230769,737.2857143,272,0,0,0,0,0,0,13,5914,14,10322,8192,1311,12,20,196300,109621.3501,273814,118786,7793193,3120364.645,9999624,5586762,1
11,10,1929,5707,981,0,175.3636364,318.0192676,1460,0,570.7,610.4763259,392.4063714,1.07916891,972970.95,2879880.565,9881561,48,19500000,1945941.9,3946987.445,9881561,48,10500000,1166175.444,3345292.92,10100000,48,0,0,0,0,232,212,0.565278953,0.513889957,0,1460,347.0909091,502.8665362,252874.7532,0,0,0,1,0,0,0,0,0,363.6190476,175.3636364,570.7,232,0,0,0,0,0,0,11,1929,10,5707,8192,8760,10,20,350228.5,373341.7739,614221,86236,9379457,710082.2865,9881561,8877353,1
18,15,1956,1007,604,0,108.6666667,175.9705858,310,0,67.13333333,89.49530448,153.6650462,1.711423059,602568.7187,2766618.076,15500000,3,19300000,1134247,3789001.663,15600000,3,3707797,264842.6429,738443.2367,2788644,3,0,0,0,0,372,312,0.933503487,0.777919572,0,604,87.14705882,141.4734438,20014.73529,0,0,0,1,0,0,0,0,0,89.78787879,108.6666667,67.13333333,372,0,0,0,0,0,0,18,1956,15,1007,8192,369,17,20,3744510,0,3744510,3744510,15500000,0,15500000,15500000,1
14,12,3431,7717,1029,0,245.0714286,386.7566248,1460,0,643.0833333,568.4873803,578.1506957,1.348395953,771286.8,2204498.571,9801503,3,19300000,1483243.846,2942112.913,9801503,4,14200000,1290807.727,3097827.623,10100000,48,0,0,0,0,292,252,0.72605936,0.622336594,0,1460,412.8888889,507.6391309,257697.4872,0,0,0,1,0,0,0,0,0,428.7692308,245.0714286,643.0833333,292,0,0,0,0,0,0,14,3431,12,7717,8192,8760,13,20,4397257,0,4397257,4397257,9801503,0,9801503,9801503,1
22,24,2151,2453,554,0,97.77272727,155.9541849,515,0,102.2083333,140.7016514,239.1221744,2.389144227,427861.2444,2010204.229,13200000,1,19300000,916845.5238,2925608.731,13300000,3,5978849,259949.9565,675321.911,2755248,1,0,0,0,0,452,492,1.142634196,1.246510032,0,554,97.95744681,145.6705571,21219.91119,0,0,0,1,0,0,0,0,1,100.0869565,97.77272727,102.2083333,452,0,0,0,0,0,0,22,2151,24,2453,8192,377,21,20,6015812,0,6015812,6015812,13200000,0,13200000,13200000,1
13,10,2530,6784,965,0,194.6153846,349.6887994,2920,0,678.4,901.2413908,483.4347306,1.19379416,875741.0455,2587100.507,9844721,3,19300000,1605525.25,3410189.517,9844721,3,11400000,1269273.667,3316048.131,10100000,215,0,0,0,0,272,212,0.674753221,0.519040939,0,2920,388.0833333,667.8175302,445980.2536,0,0,0,1,0,0,0,0,0,404.9565217,194.6153846,678.4,272,0,0,0,0,0,0,13,2530,10,6784,8192,8760,12,20,832974,1055017.46,1578984,86964,8800176,1477209.706,9844721,7755631,1
1,1,6,6,6,6,6,0,6,6,6,0,371.2067312,61.86778854,32327,0,32327,32327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,30.93389427,30.93389427,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,256,237,0,20,0,0,0,0,0,0,0,0,1
2,2,88,144,44,44,44,0,72,72,72,0,1303370.787,22471.91011,59.33333333,62.1476736,126,3,49,49,0,49,49,3,3,0,3,3,0,0,0,0,40,40,11235.95506,11235.95506,44,72,55.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,69,44,72,40,0,0,0,0,0,0,2,88,2,144,-1,-1,1,20,0,0,0,0,0,0,0,0,1
1,1,53,150,53,53,53,0,150,150,150,0,2275.376614,22.41750359,89216,0,89216,89216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,11.20875179,11.20875179,53,150,85.33333333,56.00297611,3136.333333,0,0,0,0,0,0,0,0,1,128,53,150,20,0,0,0,0,0,0,1,53,1,150,-1,-1,0,20,0,0,0,0,0,0,0,0,1
2,2,92,124,46,46,46,0,62,62,62,0,1489655.172,27586.2069,48.33333333,78.51963661,139,3,3,3,0,3,3,3,3,0,3,3,0,0,0,0,40,40,13793.10345,13793.10345,46,62,52.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,65.5,46,62,40,0,0,0,0,0,0,2,92,2,124,-1,-1,1,20,0,0,0,0,0,0,0,0,1
4,2,184,246,46,46,46,0,123,123,123,0,8927.459204,124.5691982,9633.2,16600.72592,38340,3,38346,12782,22133.87727,38340,3,3,3,0,3,3,0,0,0,0,80,40,83.04613213,41.52306606,46,123,68,37.57215281,1411.666667,0,0,0,0,0,0,0,0,0,79.33333333,46,123,80,0,0,0,0,0,0,4,184,2,246,-1,-1,3,20,0,0,0,0,0,0,0,0,1
1,1,51,67,51,51,51,0,67,67,67,0,5086.426139,86.21061253,23199,0,23199,23199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,43.10530626,43.10530626,51,67,56.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,84.5,51,67,32,0,0,0,0,0,0,1,51,1,67,-1,-1,0,32,0,0,0,0,0,0,0,0,1
2,2,84,282,42,42,42,0,141,141,141,0,15561.88613,170.0752583,7839.666667,13572.63881,23512,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,64,40,85.03762915,85.03762915,42,141,81.6,54.22453319,2940.3,0,0,0,0,0,0,0,0,1,102,42,141,64,0,0,0,0,0,0,2,84,2,282,-1,-1,1,32,0,0,0,0,0,0,0,0,1
1,1,57,134,57,57,57,0,134,134,134,0,3991.473711,41.79553624,47852,0,47852,47852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20.89776812,20.89776812,57,134,82.66666667,44.45597073,1976.333333,0,0,0,0,0,0,0,0,1,124,57,134,20,0,0,0,0,0,0,1,57,1,134,-1,-1,0,20,0,0,0,0,0,0,0,0,1
4,2,168,278,42,42,42,0,139,139,139,0,4978.845488,66.97998415,17915.8,24678.76631,48881,4,48934,16311.33333,28206.1677,48881,4,4,4,0,4,4,0,0,0,0,80,40,44.65332277,22.32666138,42,139,69.71428571,47.33115354,2240.238095,0,0,0,0,0,0,0,0,0,81.33333333,42,139,80,0,0,0,0,0,0,4,168,2,278,-1,-1,3,20,0,0,0,0,0,0,0,0,1
4,2,140,180,35,35,35,0,90,90,90,0,3312.320798,62.10601497,19321.8,29287.24349,66076,3,30529,10176.33333,17619.8642,30522,3,4,4,0,4,4,0,0,0,0,128,40,41.40400998,20.70200499,35,90,50.71428571,26.83725201,720.2380952,0,0,0,0,0,0,0,0,0,59.16666667,35,90,128,0,0,0,0,0,0,4,140,2,180,-1,-1,3,32,0,0,0,0,0,0,0,0,1
2,2,72,200,36,36,36,0,100,100,100,0,1394871.795,20512.82051,65,71.04224096,143,4,48,48,0,48,48,4,4,0,4,4,0,0,0,0,40,40,10256.41026,10256.41026,36,100,61.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,77,36,100,40,0,0,0,0,0,0,2,72,2,200,-1,-1,1,20,0,0,0,0,0,0,0,0,1
1,1,46,101,46,46,46,0,101,101,101,0,1527.447293,20.78159582,96239,0,96239,96239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,10.39079791,10.39079791,46,101,64.33333333,31.75426481,1008.333333,0,0,0,0,0,0,0,0,1,96.5,46,101,32,0,0,0,0,0,0,1,46,1,101,-1,-1,0,32,0,0,0,0,0,0,0,0,1
2,2,80,112,40,40,40,0,56,56,56,0,1103448.276,22988.50575,58,59.01694672,121,4,49,49,0,49,49,4,4,0,4,4,0,0,0,0,40,40,11494.25287,11494.25287,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58,40,56,40,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0,0,0,0,0,0,0,0,1
3,4,501,1108,501,0,167,289.2524849,1108,0,277,554,3411.210991,14.84056988,78613.33333,117130.1357,229807,4,229724,114862,162357.3738,229666,58,242074,80691.33333,129382.6357,229925,4,0,0,0,0,104,140,6.360244233,8.480325645,0,1108,201.125,406.2115696,165007.8393,0,0,0,1,0,0,0,0,1,229.8571429,167,277,104,0,0,0,0,0,0,3,501,4,1108,29200,4881,1,32,0,0,0,0,0,0,0,0,1
3,4,435,870,429,0,145,245.9695103,858,0,217.5,427.0093676,10428.23695,55.93690317,20856.83333,30101.86862,77816,4,101274,50637,38436.91041,77816,23458,101780,33926.66667,58203.2689,101133,4,0,0,0,0,72,92,23.9729585,31.96394467,0,858,163.125,317.9026974,101062.125,0,0,0,1,0,0,0,0,1,186.4285714,145,217.5,72,0,0,0,0,0,0,3,435,4,870,8192,31,2,20,0,0,0,0,0,0,0,0,1
